transaction_amount,hour,account_age_days,transactions_last_24h,device_changes,country_mismatch,failed_attempts,is_risky
2062.54,13,371,11,4,1,5,1
2885.8,9,1682,5,4,0,1,0
6095.5,6,1466,2,4,1,1,1
2536.17,12,938,17,0,1,4,1
92.57,19,109,8,2,0,0,0
8018.72,4,1691,6,0,0,5,1
3508.97,2,18,21,2,1,3,1
3385.79,14,1607,29,0,1,5,1
728.8,3,706,9,3,1,4,1
3226.61,14,1062,13,2,1,2,1
1501.95,13,1926,11,1,1,2,0
3160.05,19,1147,29,2,1,4,1
338.14,18,471,16,2,0,4,1
3217.48,12,930,16,2,0,0,1
22325.17,9,1176,27,3,1,5,1
148.24,20,399,2,0,1,5,1
11339.59,4,641,10,1,1,2,1
1567.22,22,691,12,0,0,3,0
6138.1,19,166,8,0,1,5,1
4575.09,19,344,11,4,0,1,0
2511.17,5,1894,10,3,0,1,0
4023.38,3,269,13,4,1,0,1
6323.91,1,91,25,3,0,0,1
1553.25,21,763,17,0,1,2,1
1188.18,15,1474,7,0,0,3,0
3304.19,17,1978,24,3,1,3,1
4948.37,4,1205,3,0,1,4,1
4310.05,21,1264,20,0,0,0,0
4795.7,3,729,13,1,0,5,1
1715.89,12,84,19,4,0,1,1
5108.51,18,1303,7,4,1,5,1
384.21,22,1932,9,4,0,1,0
2359.01,1,635,19,2,0,2,1
17.33,12,71,13,1,1,1,0
1177.29,10,883,22,4,1,5,1
1369.3,21,329,8,4,0,5,1
1513.4,3,111,22,1,0,3,1
3566.93,21,1462,18,0,0,3,1
1475.81,19,883,29,4,1,0,1
1786.39,19,1755,23,0,1,5,1
813.63,14,963,2,4,0,2,0
1401.63,3,264,18,3,1,1,1
773.48,8,1565,18,2,0,0,1
228.04,6,579,11,4,0,4,1
2774.85,18,121,1,3,1,4,1
3309.78,18,994,14,1,0,1,0
2898.73,5,1346,16,3,0,1,1
1868.03,5,1007,11,1,1,1,0
1433.07,19,470,1,4,0,3,1
5970.64,14,717,7,1,0,1,0
2196.17,14,896,29,3,1,4,1
1957.06,19,1495,16,2,0,1,1
77.93,8,1898,14,0,0,5,0
1252.22,3,1125,15,0,1,2,1
1435.05,17,1085,14,2,1,4,1
1526.6,17,1838,28,0,1,2,1
2603.73,4,529,21,4,0,4,1
2288.15,19,821,11,4,1,0,1
2808.75,22,1131,16,3,0,5,1
4343.02,10,245,19,3,1,4,1
5029.71,4,1934,17,1,0,5,1
3798.85,21,1407,27,3,0,4,1
9338.4,3,1614,26,4,1,2,1
55.2,11,936,6,3,0,2,0
653.64,1,566,11,0,0,4,1
22.77,12,658,17,1,1,4,1
3127.9,9,243,9,1,0,3,0
6849.25,8,1065,18,4,0,5,1
837.09,9,1322,17,3,0,5,1
7853.31,6,1671,12,0,1,5,1
186.48,3,588,23,3,1,5,1
8174.19,18,551,22,2,1,0,1
1299.85,9,123,22,3,1,0,1
320.82,2,213,5,4,1,1,1
1995.85,20,1062,11,3,1,4,1
890.28,18,652,4,1,1,4,1
1005.88,20,483,27,0,1,4,1
1101.43,1,706,4,4,0,4,1
4874.05,19,262,3,2,0,5,1
2324.12,9,1831,26,0,0,5,1
1118.88,1,914,24,0,0,0,1
2827.39,1,1955,23,1,1,2,1
3777.94,23,395,25,1,0,3,1
954.94,16,71,17,1,0,5,1
1601.0,15,524,7,4,0,5,1
389.94,15,439,26,3,0,5,1
599.56,13,589,4,0,0,2,0
3428.8,6,1570,23,3,1,2,1
600.62,20,1724,13,3,1,0,1
2234.35,10,1174,12,1,0,5,0
3703.77,23,752,1,3,0,3,1
339.09,0,1333,21,0,0,4,1
2513.22,10,684,19,0,0,5,1
889.41,22,320,21,2,1,0,1
9884.59,20,480,20,4,0,0,1
1982.31,3,1426,18,3,1,3,1
4919.58,6,1675,11,4,0,1,0
2397.03,14,1478,20,4,1,0,1
133.15,17,1791,3,4,1,2,1
3008.42,11,818,29,4,1,2,1
9072.6,16,181,17,0,0,4,1
2760.99,0,585,12,3,0,0,1
5130.91,10,40,10,2,1,4,1
6467.84,0,56,8,4,0,0,1
776.62,14,139,15,2,0,3,1
714.94,20,361,5,0,1,5,1
2832.38,9,987,4,0,0,0,0
1588.13,6,1878,26,1,1,1,1
5495.14,1,1655,28,4,0,2,1
6908.45,9,1614,21,1,0,3,1
1308.18,23,67,20,2,1,5,1
810.98,3,1139,19,3,1,5,1
4549.56,11,821,21,1,1,2,1
963.95,18,1363,4,0,1,5,1
5188.29,10,777,15,4,0,4,1
1653.58,7,1857,17,2,0,3,1
3303.8,17,692,12,0,0,1,0
301.24,10,1416,3,3,1,2,1
2933.38,10,1195,10,4,0,0,0
1803.17,12,1006,15,3,0,0,0
2650.08,2,295,10,3,0,0,1
551.82,11,1104,24,4,1,3,1
4005.36,2,1800,23,4,1,1,1
5958.88,9,1487,18,3,0,5,1
732.87,16,895,1,2,0,1,0
301.83,21,1600,3,4,1,1,1
71.77,1,1868,21,0,1,2,1
3081.43,16,406,26,1,1,3,1
2802.55,15,1548,27,2,1,0,1
2373.59,1,35,12,4,0,2,1
791.69,21,322,1,4,1,5,1
1487.35,19,135,3,2,0,1,0
2707.73,5,1441,3,1,1,0,0
2060.11,9,1598,5,3,0,3,1
13215.4,9,1231,19,0,0,4,1
440.07,7,820,29,4,1,1,1
3563.75,0,197,25,1,0,1,1
1554.15,12,707,1,0,0,1,0
1676.9,23,1850,4,2,0,1,0
3793.27,8,819,29,4,1,0,1
3537.22,21,725,29,3,1,3,1
14218.16,9,1517,26,2,1,2,1
412.25,14,459,26,4,0,0,1
329.81,4,532,4,1,0,3,1
3865.75,21,1904,17,0,0,2,0
2591.0,15,1387,14,0,0,1,0
961.28,12,995,18,4,1,3,1
248.25,21,667,27,2,0,1,1
268.65,19,606,1,3,0,3,1
6738.36,17,109,22,1,0,5,1
639.09,10,625,16,4,1,4,1
1171.9,8,957,3,1,0,1,0
771.1,15,1591,23,0,1,1,1
1315.5,1,565,21,3,1,1,1
215.85,1,287,9,1,0,5,1
2196.04,11,1726,23,4,0,0,1
210.02,7,1732,4,3,0,2,0
4833.67,8,1659,21,2,0,1,1
798.59,11,500,5,4,1,1,1
2329.66,8,264,11,1,1,0,0
6362.77,9,390,21,3,1,0,1
3157.0,1,901,26,4,1,4,1
2284.01,15,551,9,3,1,3,1
1176.17,19,1297,26,3,1,1,1
1214.9,6,1643,3,3,1,3,1
3321.33,1,834,6,1,1,0,1
15418.49,0,888,24,4,1,0,1
3252.7,18,1362,11,0,1,4,1
2447.87,3,1148,9,0,0,2,0
3935.24,23,1309,29,1,0,5,1
1877.62,21,1521,15,1,0,5,0
186.08,1,290,23,3,1,5,1
2478.64,13,1308,28,4,0,0,1
9483.61,1,782,3,4,1,1,1
578.22,14,852,1,2,1,4,1
3513.6,11,728,20,2,0,2,1
672.93,4,1929,29,0,1,5,1
2302.5,19,337,22,2,0,4,1
305.02,6,220,19,2,1,0,1
1795.53,23,736,14,0,1,5,1
4233.77,20,932,17,0,0,2,0
1281.16,9,561,22,2,0,3,1
3280.08,13,35,14,4,0,2,0
4760.83,13,36,17,2,0,1,1
7859.2,4,711,25,3,0,5,1
802.24,17,1116,27,3,0,5,1
1529.06,23,1929,14,3,1,3,1
496.1,13,1979,12,1,1,3,1
14671.96,1,691,16,3,1,5,1
7851.93,11,422,1,4,1,1,1
2329.31,21,176,13,1,0,3,0
5536.11,23,1733,6,1,1,0,0
2207.9,5,178,17,3,1,5,1
2931.19,3,1834,12,2,0,2,1
280.05,12,238,23,0,1,2,1
4222.8,3,1642,19,2,0,1,1
409.91,21,376,6,2,0,0,0
5247.27,13,537,7,1,0,3,0
4570.17,15,800,1,1,1,5,1
3700.67,3,1680,1,1,0,2,0
110.49,23,1571,29,4,1,2,1
1083.46,0,1897,5,4,1,2,1
915.96,12,533,6,0,1,2,0
1339.5,3,1105,16,1,0,4,1
275.17,19,1678,25,3,0,1,1
8291.85,17,115,16,1,0,3,1
2420.98,5,741,14,4,1,5,1
1093.79,2,1918,1,1,1,5,1
1517.42,22,974,13,4,0,5,1
1778.29,12,1722,20,1,1,3,1
2753.33,15,1315,10,3,0,1,0
2175.02,4,142,24,0,0,0,1
7554.47,3,543,10,3,1,1,1
2061.28,20,984,9,4,1,2,1
14544.79,7,278,13,2,0,2,1
5720.0,18,1445,3,3,1,1,1
701.52,13,682,27,1,0,1,0
8003.4,6,1652,18,0,0,3,1
371.14,13,800,20,1,1,3,1
5102.19,5,1898,2,1,0,4,0
1437.12,11,1780,17,3,1,5,1
6310.57,15,27,28,0,0,4,1
6076.15,16,1787,19,2,1,5,1
4918.54,12,126,23,1,1,2,1
4682.38,22,807,13,0,0,4,0
1090.15,13,1827,13,2,1,4,1
253.14,6,1177,1,1,1,0,0
1547.41,13,1750,2,0,0,1,0
571.76,14,560,1,3,1,3,1
3561.85,11,938,24,1,0,4,1
1274.4,16,1699,5,1,1,3,1
11140.77,8,1721,24,0,0,5,1
3073.07,21,1994,3,1,0,4,0
5186.03,14,762,29,2,0,5,1
426.5,11,431,28,1,0,4,1
5941.82,1,1931,7,4,1,2,1
7682.4,4,1402,24,2,0,0,1
2002.8,12,655,22,0,1,5,1
2796.14,19,567,13,2,0,1,0
4342.08,22,59,29,4,1,1,1
576.53,7,687,23,4,0,2,1
2094.88,13,115,28,1,1,2,1
1525.8,14,1249,18,1,1,1,1
474.79,10,667,24,3,0,5,1
1374.39,0,1956,21,2,0,1,1
211.82,20,1458,7,3,0,0,0
78.45,2,1105,1,4,1,4,1
435.65,16,997,5,1,1,0,0
9899.86,18,851,17,1,1,1,1
2392.39,13,1818,28,1,1,4,1
10128.53,21,1792,29,0,0,1,1
1699.53,22,455,8,4,0,0,0
1121.1,7,1958,15,1,0,0,0
2116.52,12,1219,20,4,0,5,1
1736.84,19,79,4,1,1,5,1
335.02,2,159,2,2,1,0,1
3071.85,4,1279,5,4,0,4,1
730.18,8,783,1,3,1,5,1
2899.5,5,1571,25,0,0,5,1
3151.19,21,1968,5,3,1,3,1
494.71,1,1685,6,4,1,3,1
189.94,12,1132,2,1,1,5,1
4552.79,4,1943,26,4,1,1,1
1847.45,7,1311,26,0,1,4,1
179.77,22,1596,1,4,1,2,1
15815.8,0,1696,4,1,0,5,1
178.55,19,953,7,3,1,3,1
3562.68,11,464,22,2,0,4,1
12345.89,22,1137,26,3,0,4,1
820.08,10,955,1,1,0,3,0
460.33,6,610,1,1,0,4,0
388.23,14,662,8,0,0,4,0
1084.09,21,734,20,4,0,3,1
319.57,23,242,16,4,1,0,1
3534.54,10,1427,21,3,1,5,1
192.95,21,1534,13,2,1,1,1
2136.51,15,1728,23,2,0,2,1
17138.64,2,260,24,0,0,1,1
5045.55,19,1554,26,1,0,0,0
2865.25,13,88,23,0,1,0,1
1096.95,2,1085,18,4,1,4,1
2933.67,0,907,20,1,1,1,1
2246.24,20,930,10,0,0,0,0
1665.81,14,790,12,3,0,1,0
420.24,0,235,1,4,0,0,1
6530.61,16,1084,10,2,1,2,1
1792.34,1,1219,9,0,0,0,0
649.33,19,1067,3,4,0,1,0
1375.46,5,812,28,4,0,4,1
1603.97,7,751,19,2,0,1,1
5272.73,15,140,26,2,1,3,1
3968.43,18,1032,9,2,1,1,1
4399.97,0,641,10,0,0,2,0
33.28,2,1476,19,2,0,5,1
1614.35,2,847,16,3,1,2,1
1969.54,4,768,24,4,1,2,1
58.14,11,1465,18,2,0,0,1
902.56,11,713,14,4,1,2,1
4284.97,19,506,29,1,1,1,1
442.4,12,1436,3,1,0,5,0
2299.16,19,332,2,2,1,4,1
726.99,8,1243,1,4,1,2,1
36.58,6,624,18,1,1,1,1
828.06,3,338,24,2,1,0,1
11173.37,18,1405,9,4,0,0,1
4851.46,21,1493,13,2,1,4,1
9625.04,18,142,2,4,1,4,1
2007.44,5,844,7,1,0,1,0
348.71,12,660,16,2,1,4,1
2381.95,10,130,21,1,0,4,1
1817.48,12,615,19,2,0,0,1
5580.57,12,1485,25,0,1,1,1
309.7,21,974,15,1,1,5,1
2009.71,19,138,22,1,1,4,1
487.73,14,1124,11,3,1,1,1
1177.69,20,1637,1,1,1,2,0
4010.88,12,1608,21,4,0,0,1
1938.89,21,38,7,2,1,5,1
1414.28,10,731,20,0,0,0,0
1504.98,18,1557,8,4,1,0,1
1845.49,7,342,10,4,0,3,1
4611.58,19,1330,5,4,1,1,1
6679.23,7,1163,9,4,1,2,1
9325.67,9,1326,25,0,1,4,1
4638.03,15,1206,25,3,1,2,1
1136.79,18,1753,1,1,1,1,0
3495.55,22,953,2,4,0,0,0
1726.64,10,1057,19,1,1,3,1
881.79,12,1132,14,1,1,1,0
5514.13,8,1439,20,4,1,5,1
117.55,19,365,10,3,0,5,1
6961.09,23,148,9,1,1,1,0
1856.78,18,1536,10,2,0,4,1
3041.72,15,1859,29,1,1,2,1
3230.73,6,1207,6,4,0,2,0
6764.75,18,38,17,0,1,4,1
3037.33,11,940,28,1,1,3,1
2855.24,14,505,25,3,0,0,1
206.93,22,1023,6,2,1,0,1
2191.97,13,664,4,2,0,5,1
488.15,10,837,20,0,1,3,1
4011.76,9,360,3,0,1,4,1
2153.68,10,563,23,1,0,1,0
3420.44,5,308,19,4,1,2,1
127.7,1,1753,18,3,0,1,1
265.81,10,1875,26,2,0,2,1
3779.76,18,1978,24,0,1,1,1
224.44,5,1225,4,3,1,4,1
221.77,13,1705,8,4,1,4,1
36.55,19,73,17,2,0,3,1
9405.08,5,764,5,2,0,1,0
4012.61,16,779,13,4,1,1,1
1307.39,9,1697,25,2,0,3,1
1055.21,0,1248,1,4,0,3,1
1290.98,2,843,27,2,0,4,1
4470.35,7,175,13,1,0,4,0
3248.55,7,1576,4,4,1,5,1
614.42,19,1916,22,3,1,1,1
573.88,21,1265,26,1,1,4,1
310.74,14,1827,24,3,0,4,1
3239.1,23,1574,14,2,0,1,0
4336.51,6,1228,3,3,0,3,1
923.84,10,515,5,1,0,1,0
63.5,6,1367,7,4,1,0,1
257.23,3,1801,1,0,0,1,0
10312.97,11,802,23,3,0,0,1
1050.57,5,1337,29,0,1,1,1
4398.91,13,842,12,3,1,0,1
2939.8,11,1470,11,3,1,0,1
1443.51,10,1356,24,4,0,1,1
690.83,18,1535,8,2,0,5,1
388.23,20,867,25,1,0,4,1
2863.64,4,1947,6,1,0,2,0
4470.09,13,1426,28,1,0,4,1
3097.67,20,815,22,2,0,0,1
2267.0,23,1632,2,0,1,1,0
128.57,15,1182,19,1,0,1,0
10372.23,12,770,20,0,1,1,1
4809.09,21,842,20,2,1,1,1
1039.42,21,1438,24,2,1,5,1
11731.62,19,292,14,4,0,2,1
2763.02,21,1395,1,1,0,3,0
2619.86,3,388,10,4,1,0,1
4135.85,10,207,16,1,0,2,0
5010.27,16,1024,4,2,0,4,1
3205.52,6,1033,27,2,1,3,1
411.23,13,565,28,3,0,3,1
1238.68,10,365,29,3,0,1,1
7896.75,21,1573,11,2,0,2,0
763.19,8,1462,16,2,0,4,1
1396.44,22,1050,27,0,1,1,1
1697.31,12,648,20,0,1,1,1
1736.27,22,388,1,4,0,5,1
2847.52,17,689,16,3,0,0,1
8598.11,10,515,19,3,0,3,1
826.05,14,1789,21,2,1,4,1
388.62,21,908,22,2,0,3,1
659.96,18,85,9,4,0,2,0
6539.11,0,240,9,3,1,0,1
3113.77,3,1749,9,0,0,1,0
1010.23,13,971,27,1,1,0,1
5077.59,13,1281,17,4,0,1,1
5927.84,2,311,12,1,1,0,1
5622.44,16,735,25,0,0,1,0
7537.2,2,224,13,0,0,3,1
872.02,15,1191,8,1,1,3,1
4220.0,13,78,16,4,1,3,1
1851.56,19,402,18,1,1,3,1
5535.45,12,1118,29,4,1,0,1
3911.28,14,276,27,4,1,1,1
4494.33,13,1102,1,2,0,3,1
3202.75,23,620,1,3,1,0,1
585.96,18,1380,12,3,1,1,1
2362.55,5,1018,6,0,1,0,0
12533.78,9,971,9,2,1,5,1
8312.4,14,737,23,3,0,3,1
132.4,20,1960,5,4,0,2,0
540.31,21,682,27,4,0,0,1
423.75,19,432,16,1,0,3,1
3883.66,5,1639,18,1,0,4,1
5107.71,22,1207,17,4,1,1,1
720.53,9,1710,18,4,0,5,1
2114.76,6,124,1,1,0,3,0
5510.96,21,229,19,3,1,4,1
3959.29,16,1989,22,0,1,0,1
2344.21,17,40,29,1,0,0,0
2677.34,16,1556,8,3,0,4,1
2130.03,8,1376,3,3,1,5,1
1059.54,9,1410,26,3,0,4,1
2497.38,9,1163,25,2,1,1,1
3502.78,6,626,26,2,1,0,1
6198.34,15,548,5,3,0,4,1
3034.21,17,748,23,4,0,2,1
4295.4,5,1035,8,2,0,2,0
523.32,19,880,19,1,1,4,1
1857.22,0,110,18,2,1,1,1
28.13,0,1566,18,4,0,0,1
849.79,11,1091,21,0,0,2,0
3888.94,20,1422,1,2,0,4,1
14414.51,1,701,15,3,1,4,1
313.34,3,950,18,3,1,3,1
1539.96,16,350,29,3,1,4,1
4829.38,3,870,25,0,0,1,1
684.6,10,1053,7,4,1,2,1
2429.62,21,1288,16,1,1,3,1
3962.32,3,1350,16,4,0,2,1
2871.22,0,47,15,0,1,2,1
624.86,6,669,6,3,0,1,0
1317.3,17,1570,9,4,1,4,1
4594.54,8,1419,7,1,0,1,0
2423.83,2,1666,14,3,0,4,1
15.73,7,937,11,1,1,3,1
4293.76,23,1059,21,2,0,1,1
107.85,18,463,16,1,1,1,1
4108.12,3,1714,25,3,0,5,1
678.75,17,1356,6,2,0,0,0
9515.51,19,746,22,3,0,1,1
1376.32,10,1546,27,3,1,5,1
1187.73,13,828,16,2,0,0,1
483.63,17,782,20,1,0,4,1
1094.14,15,22,29,0,1,4,1
6278.21,2,924,16,0,0,4,1
16826.24,14,1941,12,0,0,5,1
1378.07,3,1593,17,0,0,5,1
1785.94,4,930,5,4,0,0,1
3841.17,16,834,27,0,1,4,1
6519.83,6,380,25,2,0,2,1
2697.15,15,1324,13,0,0,1,0
1490.4,13,341,8,3,1,5,1
1596.26,15,1639,24,0,0,5,1
3568.42,6,270,5,1,0,5,0
9.67,8,1823,12,2,1,0,1
2899.51,3,1904,9,2,1,4,1
1317.81,21,1238,3,4,1,2,1
4742.51,10,706,3,3,1,1,1
292.81,1,696,1,2,0,1,1
2661.67,11,959,25,1,1,4,1
1967.4,11,396,22,0,0,2,0
3084.4,3,1925,18,2,1,0,1
201.16,17,830,24,1,0,5,1
2602.39,20,477,12,0,1,5,1
2473.08,6,1448,9,4,1,4,1
2467.45,0,78,9,2,0,1,1
2775.14,22,1505,18,2,1,5,1
3385.37,12,1137,18,1,1,1,1
4904.1,5,1791,29,3,1,1,1
943.4,5,1194,7,4,0,4,1
5229.76,11,209,27,3,1,3,1
2068.99,7,225,4,2,1,3,1
240.57,23,1979,13,3,0,3,1
181.01,21,221,17,0,0,2,0
1220.47,18,517,24,4,1,4,1
4609.91,4,25,2,3,0,1,1
3689.73,17,1531,14,0,0,5,0
4662.22,4,893,3,1,0,2,0
2184.89,9,341,5,3,1,3,1
1740.52,0,726,14,4,1,0,1
478.58,9,1910,3,0,0,2,0
1193.35,4,560,23,3,1,2,1
1707.59,11,1634,7,1,0,4,0
278.32,21,951,18,3,1,5,1
747.74,6,265,13,0,0,2,0
2735.59,8,1001,29,3,1,5,1
3991.59,21,1799,23,4,0,4,1
19216.42,20,737,27,2,1,0,1
8114.27,11,889,22,0,1,1,1
3086.41,22,824,10,0,0,1,0
1640.64,0,1205,25,0,1,3,1
3033.27,10,658,13,0,1,3,1
4620.46,20,1009,16,3,1,0,1
377.83,14,1531,9,4,1,1,1
1582.41,1,480,2,1,1,3,1
5494.04,19,1417,23,4,1,5,1
1452.71,6,699,5,0,1,2,0
2545.0,20,1622,29,3,1,4,1
2658.52,11,709,22,3,0,3,1
611.77,21,516,17,0,1,0,1
1349.36,17,1001,23,3,0,1,1
1221.7,2,1019,22,0,1,0,1
79.64,6,1560,4,4,0,4,1
73.47,10,813,17,2,1,4,1
5345.97,17,840,9,3,0,0,0
956.78,11,1358,20,0,0,3,1
2189.92,5,223,2,0,1,3,1
1064.57,4,1241,24,3,0,1,1
8474.39,0,178,18,1,1,5,1
900.47,11,1363,21,0,1,1,1
1684.55,10,1313,27,3,0,2,1
6184.34,3,987,22,0,1,5,1
5534.22,17,1338,11,1,0,2,0
617.76,3,155,13,2,0,1,1
4868.23,16,1808,8,1,1,5,1
1838.5,1,525,27,4,1,5,1
1978.96,23,1123,1,3,1,2,1
429.81,21,462,17,1,1,0,1
252.11,1,69,12,2,1,3,1
3905.19,11,1344,4,0,0,5,0
2058.28,5,537,21,3,0,5,1
1722.63,9,1260,13,1,1,2,0
3922.54,22,1033,29,2,1,5,1
4351.06,20,483,9,1,1,2,0
519.16,22,1574,27,4,0,0,1
2826.56,15,1696,7,3,0,5,1
436.31,13,766,23,0,0,4,1
4175.43,6,791,24,2,1,1,1
3209.68,18,1112,5,1,1,0,0
9412.9,22,442,5,3,0,4,1
214.35,16,1834,17,1,1,0,1
176.24,8,1186,9,3,1,3,1
994.64,12,1822,6,4,0,0,0
910.24,21,410,25,1,0,0,0
850.99,4,1312,19,4,1,3,1
7101.52,22,66,16,2,0,5,1
861.23,4,1012,21,4,1,1,1
952.16,9,195,2,3,0,4,1
4273.84,20,407,10,2,0,2,0
1792.09,9,614,16,1,1,1,1
4497.86,6,797,5,1,1,0,0
202.8,14,167,15,3,0,2,0
2005.78,6,1820,13,0,1,3,1
102.57,14,1726,13,0,0,1,0
194.11,2,1392,13,1,1,5,1
7107.38,18,1473,15,3,0,4,1
449.84,9,598,14,0,0,1,0
2280.56,14,475,8,4,0,1,0
1588.47,2,1696,11,1,1,5,1
1280.11,5,455,18,4,0,2,1
6902.76,11,1783,24,3,0,3,1
66.2,14,810,4,4,0,5,1
3270.06,5,1776,26,0,0,3,1
9922.66,12,1521,10,0,1,5,1
2464.09,18,1563,1,2,1,1,1
8285.42,2,1106,29,1,0,3,1
161.02,7,938,5,3,0,2,0
1627.95,7,1961,13,1,1,2,0
903.96,22,1734,1,4,0,4,1
3937.14,19,1983,23,3,1,3,1
11937.23,14,26,8,3,0,4,1
889.28,3,1564,3,0,1,5,1
3185.46,18,740,3,4,0,0,0
662.31,20,335,7,0,1,2,0
2499.51,2,1004,4,0,1,1,1
1870.49,12,1665,3,2,1,2,1
10727.22,7,622,15,0,0,0,0
2813.52,22,555,8,1,1,1,0
1290.07,15,605,3,3,1,3,1
363.44,12,930,29,0,0,3,1
491.96,2,1741,7,1,0,2,0
765.9,15,851,18,4,0,1,1
866.92,8,1235,11,3,0,5,1
5703.71,13,353,11,4,1,1,1
2471.29,12,1886,17,1,0,4,1
2223.18,20,1556,28,4,0,0,1
365.72,6,868,6,4,0,3,1
5901.33,14,1433,8,4,0,2,0
3849.2,6,1251,1,0,0,1,0
210.2,5,454,29,0,0,3,1
3691.31,1,1798,10,0,0,2,0
2352.75,8,231,28,3,1,3,1
255.78,21,1416,25,1,1,2,1
1839.13,23,1914,19,0,1,3,1
1989.0,16,601,3,4,1,5,1
543.75,4,1040,4,4,1,4,1
8739.59,11,1305,11,4,0,0,0
5690.87,0,1772,15,4,0,3,1
3317.11,9,1027,1,2,0,0,0
1861.34,10,25,9,3,0,3,1
1591.89,15,1457,11,1,1,1,0
3157.82,13,533,19,1,1,4,1
2365.22,7,812,13,0,0,5,0
192.89,23,1786,26,2,0,4,1
2155.41,16,30,16,1,1,0,1
4925.94,17,1723,4,3,1,1,1
1844.34,11,1972,1,4,1,2,1
160.06,16,237,20,0,0,4,1
4629.24,13,1017,13,3,0,5,1
674.55,15,1818,1,1,1,1,0
897.73,13,1321,5,2,1,1,1
539.92,8,818,5,0,0,0,0
1202.4,3,1167,14,1,0,5,1
4241.02,22,1316,27,0,0,1,0
2198.07,10,413,23,1,0,1,0
687.79,5,1698,14,4,1,2,1
6307.03,14,1099,8,2,1,0,1
6350.36,4,1682,4,4,1,0,1
6134.04,10,1637,7,1,0,5,0
818.56,17,446,20,3,0,1,1
1800.28,12,838,19,4,0,2,1
12597.05,10,943,15,3,1,3,1
4435.39,13,268,22,1,1,4,1
82.63,17,1999,4,2,1,0,1
202.28,18,112,19,3,0,2,1
1870.48,23,1002,9,1,0,5,0
7197.96,14,1600,21,3,1,2,1
2321.13,8,778,13,4,0,1,0
2066.35,7,1134,14,1,1,4,1
334.38,19,1231,23,4,1,0,1
3208.15,0,822,28,0,1,3,1
5179.65,3,235,14,1,1,1,1
1436.14,13,952,22,3,0,0,1
4483.13,1,472,10,0,0,5,1
10012.7,15,246,16,4,0,0,1
683.59,2,1059,5,4,0,2,1
2222.79,7,1154,23,3,0,4,1
1015.4,5,1943,27,0,0,3,1
4723.0,15,515,6,2,1,4,1
2585.36,23,1215,26,3,0,2,1
3020.14,15,1744,2,4,0,3,1
4797.19,6,823,13,1,0,3,0
1512.4,12,776,29,0,1,1,1
7398.49,12,643,13,2,0,3,1
2284.46,4,1576,19,1,1,0,1
515.76,19,1348,18,0,0,4,1
3571.19,21,1000,28,3,0,5,1
4728.9,17,1830,19,3,0,5,1
1142.73,14,627,1,0,1,4,1
5838.49,17,1769,8,2,1,1,1
7097.96,1,282,22,0,0,3,1
972.64,9,1943,16,1,0,2,0
12317.09,22,241,29,1,0,0,1
454.95,12,1453,2,3,1,1,1
677.0,17,777,8,0,1,3,1
610.85,14,1475,6,3,0,5,1
6732.66,11,505,16,2,1,2,1
3186.49,14,1057,23,1,1,3,1
494.99,12,1142,11,4,1,1,1
1741.19,17,1736,17,4,1,2,1
2865.86,14,511,23,0,0,2,0
261.46,22,1892,19,0,0,2,0
6421.82,10,34,11,4,1,2,1
4882.86,18,1220,28,0,1,3,1
2110.85,2,297,8,1,1,2,1
10245.28,6,1661,22,2,0,3,1
1622.62,20,347,4,2,0,2,0
12426.26,13,1911,11,3,1,2,1
3307.14,13,1947,8,1,1,1,0
3020.87,21,1070,9,0,1,3,1
544.4,12,1827,26,0,1,5,1
6409.38,11,146,2,3,0,3,1
1673.17,23,517,16,3,0,4,1
531.05,8,236,6,0,0,5,0
38.06,0,329,21,0,0,1,1
2461.28,18,1873,21,1,0,3,1
2248.52,10,925,26,3,0,1,1
3811.98,22,1215,27,1,1,5,1
6628.87,21,1907,19,0,1,1,1
248.21,22,95,28,4,0,1,1
3944.67,23,1500,8,4,0,0,0
622.59,21,935,14,0,0,3,0
5859.53,18,62,24,3,1,1,1
5128.83,17,869,16,4,1,0,1
2334.77,11,876,12,3,1,0,1
3716.14,22,1268,5,4,1,2,1
1132.16,0,1992,24,3,0,2,1
1911.25,18,1812,26,4,1,5,1
5171.8,19,1832,24,3,0,3,1
1844.48,16,442,19,1,1,2,1
1328.56,4,1529,18,3,1,5,1
2044.92,2,1008,9,1,1,3,1
5285.13,1,109,2,1,1,5,1
1224.84,2,999,25,0,0,0,1
572.62,7,608,20,1,0,0,0
3734.53,15,412,12,2,0,3,1
5245.72,5,405,29,1,0,5,1
318.21,12,1560,2,3,0,5,1
822.81,22,424,10,1,0,2,0
459.36,21,948,1,3,0,2,0
1282.86,21,1646,4,3,1,3,1
1795.43,15,686,25,2,0,4,1
4144.83,15,472,12,1,1,2,0
3159.32,2,550,9,1,0,1,0
2910.09,12,1659,4,4,1,2,1
1303.33,13,1652,9,4,0,4,1
5525.01,7,1955,28,0,1,5,1
1911.93,11,1397,6,3,0,0,0
11604.73,22,1163,1,2,0,0,1
3016.53,22,93,10,4,0,5,1
404.93,21,280,29,1,0,0,0
3382.68,20,253,14,0,1,2,0
1179.59,7,397,22,2,0,0,1
3478.21,20,223,25,1,0,4,1
216.55,8,827,29,1,1,4,1
576.68,0,1199,18,3,0,2,1
5808.36,5,1824,6,3,1,5,1
773.13,22,68,18,4,1,1,1
5442.77,18,1635,20,4,0,2,1
